company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,arrival_delay_minutes,ground_time_ratio,ground_time_buffer,ground_time_pressure,ground_time_risk,aircraft_size_complexity,carrier_complexity,total_pax,lap_child_count,is_child,basic_economy_ind,is_stroller_user,load_factor,children_complexity,stroller_complexity,basic_economy_complexity,special_service_count,special_service_complexity,Hot Transfer,Origin,Transfer,total_bags,transfer_ratio,baggage_complexity,transfer_bag_complexity,historical_difficulty,difficulty_score,daily_rank,daily_flight_count,daily_percentile,difficulty_classification
UA,2665,2025-08-11,ORD,IAH,2025-08-11 21:07:00+00:00,2025-08-11 23:57:00+00:00,2025-08-12 00:43:00+00:00,2025-08-12 03:07:00+00:00,179,B737-900,Mainline,-62,176,56,216.0,190.0,-1.1071428571428572,-118,100.0,128,1.79,1.5,210,4,0.0,25,4,1.1731843575418994,0.01904761904761905,0.01904761904761905,0.11904761904761904,96,0.45714285714285713,13,76,62,62,1.0,0.29523809523809524,2.0,1.5,47.187646520265965,1.0,570,0.17543859649122806,Difficult
UA,2488,2025-08-14,ORD,LGA,2025-08-14 12:00:00+00:00,2025-08-14 15:20:00+00:00,2025-08-14 15:53:00+00:00,2025-08-14 20:16:00+00:00,179,B737-900,Mainline,-175,67,56,233.0,296.0,-3.125,-231,100.0,241,1.79,1.5,217,1,0.0,26,2,1.2122905027932962,0.004608294930875576,0.009216589861751152,0.11981566820276497,82,0.3778801843317972,1,120,13,13,1.0,0.059907834101382486,2.0,1.5,47.08562308897169,1.0,560,0.17857142857142858,Difficult
UA,1577,2025-08-10,ORD,SFO,2025-08-10 14:40:00+00:00,2025-08-10 17:26:00+00:00,2025-08-10 18:18:00+00:00,2025-08-10 20:50:00+00:00,234,B757-300,Mainline,-121,82,66,218.0,204.0,-1.8333333333333333,-187,100.0,197,2.34,1.5,286,3,0.0,4,2,1.2222222222222223,0.01048951048951049,0.006993006993006993,0.013986013986013986,88,0.3076923076923077,0,144,40,40,1.0,0.13986013986013987,2.0,1.5,47.08107040532169,2.0,557,0.3590664272890485,Difficult
UA,378,2025-08-10,ORD,LAX,2025-08-10 13:55:00+00:00,2025-08-10 16:26:00+00:00,2025-08-10 17:34:00+00:00,2025-08-10 20:05:00+00:00,200,A321-2NX,Mainline,-162,63,62,219.0,219.0,-2.6129032258064515,-224,100.0,234,2.0,1.5,235,3,0.0,8,3,1.175,0.01276595744680851,0.01276595744680851,0.03404255319148936,59,0.251063829787234,3,97,45,45,1.0,0.19148936170212766,2.0,1.5,47.018079749924034,3.0,557,0.5385996409335727,Difficult
UA,2333,2025-08-09,ORD,BWI,2025-08-09 10:46:00+00:00,2025-08-09 13:48:00+00:00,2025-08-09 13:28:00+00:00,2025-08-09 16:24:00+00:00,179,B737-900,Mainline,-119,51,56,162.0,156.0,-2.125,-175,100.0,185,1.79,1.5,208,2,0.0,15,4,1.1620111731843576,0.009615384615384616,0.019230769230769232,0.07211538461538461,78,0.375,17,56,102,102,1.0,0.49038461538461536,2.0,1.5,46.97389914456048,3.0,521,0.5758157389635317,Difficult
UA,777,2025-08-04,ORD,LAS,2025-08-04 19:49:00+00:00,2025-08-04 21:52:00+00:00,2025-08-04 23:36:00+00:00,2025-08-05 01:38:00+00:00,179,B737-900,Mainline,-197,54,56,227.0,226.0,-3.517857142857143,-253,100.0,263,1.79,1.5,199,0,0.0,27,1,1.111731843575419,0.0,0.005025125628140704,0.135678391959799,66,0.3316582914572864,16,60,73,73,1.0,0.36683417085427134,2.0,1.5,46.97179168643849,2.0,565,0.35398230088495575,Difficult
UA,2092,2025-08-14,ORD,LGA,2025-08-14 08:00:00+00:00,2025-08-14 11:18:00+00:00,2025-08-14 11:52:00+00:00,2025-08-14 14:57:00+00:00,166,B737-MAX8,Mainline,-140,52,51,232.0,219.0,-2.7450980392156863,-191,100.0,201,1.66,1.5,177,5,0.0,22,3,1.0662650602409638,0.02824858757062147,0.01694915254237288,0.12429378531073447,41,0.23163841807909605,0,34,1,1,1.0,0.005649717514124294,2.0,1.5,46.87917255503385,2.0,560,0.35714285714285715,Difficult
UA,2008,2025-08-06,ORD,MCO,2025-08-06 11:02:00+00:00,2025-08-06 14:59:00+00:00,2025-08-06 12:23:00+00:00,2025-08-06 16:03:00+00:00,200,A321-2NX,Mainline,-37,77,62,81.0,64.0,-0.5967741935483871,-99,100.0,109,2.0,1.5,281,0,0.0,17,7,1.405,0.0,0.02491103202846975,0.060498220640569395,74,0.26334519572953735,0,47,68,68,1.0,0.24199288256227758,2.0,1.5,46.84785171261148,1.0,502,0.199203187250996,Difficult
UA,2465,2025-08-07,ORD,ORF,2025-08-07 11:55:00+00:00,2025-08-07 15:14:00+00:00,2025-08-07 14:09:00+00:00,2025-08-07 17:22:00+00:00,179,B737-MAX9,Mainline,-80,69,56,134.0,128.0,-1.4285714285714286,-136,100.0,146,1.79,1.5,205,0,0.0,24,6,1.1452513966480447,0.0,0.02926829268292683,0.11707317073170732,115,0.5609756097560976,1,55,45,45,1.0,0.21951219512195122,2.0,1.5,46.80225349171209,2.0,554,0.36101083032490977,Difficult
OO,5382,2025-08-11,ORD,FWA,2025-08-11 15:35:00+00:00,2025-08-11 17:47:00+00:00,2025-08-12 08:15:00+00:00,2025-08-12 10:17:00+00:00,50,CRJ-200,Express,-980,37,29,1000.0,990.0,-33.793103448275865,-1009,100.0,1019,0.5,1.0,34,0,0.0,3,0,0.68,0.0,0.0,0.08823529411764706,21,0.6176470588235294,11,10,24,24,1.0,0.7058823529411765,2.0,1.5,46.78505117150973,2.0,570,0.3508771929824561,Difficult
UA,2039,2025-08-10,ORD,MCO,2025-08-10 17:51:00+00:00,2025-08-10 21:47:00+00:00,2025-08-10 22:42:00+00:00,2025-08-11 02:11:00+00:00,200,A321-2NX,Mainline,-222,61,62,291.0,264.0,-3.5806451612903225,-284,100.0,294,2.0,1.5,195,1,0.0,13,0,0.975,0.005128205128205128,0.0,0.06666666666666667,94,0.48205128205128206,14,51,72,72,1.0,0.36923076923076925,2.0,1.5,46.720782492949866,4.0,557,0.718132854578097,Difficult
UA,2154,2025-08-11,ORD,ROC,2025-08-11 18:25:00+00:00,2025-08-11 21:13:00+00:00,2025-08-12 00:05:00+00:00,2025-08-12 02:48:00+00:00,179,B737-900,Mainline,-120,153,56,340.0,335.0,-2.142857142857143,-176,100.0,186,1.79,1.5,175,2,0.0,24,1,0.9776536312849162,0.011428571428571429,0.005714285714285714,0.13714285714285715,88,0.5028571428571429,1,7,105,105,1.0,0.6,2.0,1.5,46.54537400532714,3.0,570,0.5263157894736842,Difficult
UA,1144,2025-08-09,ORD,ONT,2025-08-09 19:35:00+00:00,2025-08-09 22:06:00+00:00,2025-08-09 20:52:00+00:00,2025-08-09 23:10:00+00:00,166,B737-800,Mainline,-25,59,51,77.0,64.0,-0.49019607843137253,-76,100.0,86,1.66,1.5,208,2,0.0,37,3,1.2530120481927711,0.009615384615384616,0.014423076923076924,0.1778846153846154,108,0.5192307692307693,24,43,44,44,1.0,0.21153846153846154,2.0,1.5,46.49073752942521,4.0,521,0.7677543186180422,Difficult
UA,1270,2025-08-10,ORD,PUJ,2025-08-10 16:25:00+00:00,2025-08-10 15:05:00+00:00,2025-08-10 16:25:00+00:00,2025-08-10 20:19:00+00:00,179,B737-900,Mainline,-22,113,70,0.0,314.0,-0.3142857142857143,-92,100.0,102,1.79,1.5,234,2,0.0,28,5,1.3072625698324023,0.008547008547008548,0.021367521367521368,0.11965811965811966,61,0.2606837606837607,0,86,26,26,1.0,0.1111111111111111,2.0,1.0,46.39842346842595,5.0,557,0.8976660682226212,Difficult
UA,1270,2025-08-10,ORD,PUJ,2025-08-10 09:23:00+00:00,2025-08-10 14:09:00+00:00,2025-08-10 09:29:00+00:00,2025-08-10 14:09:00+00:00,179,B737-900,Mainline,-22,113,70,6.0,0.0,-0.3142857142857143,-92,100.0,102,1.79,1.5,234,2,0.0,28,5,1.3072625698324023,0.008547008547008548,0.021367521367521368,0.11965811965811966,61,0.2606837606837607,0,86,26,26,1.0,0.1111111111111111,2.0,1.2,46.39842346842595,5.0,557,0.8976660682226212,Difficult
UA,2155,2025-08-05,ORD,LAX,2025-08-05 19:40:00+00:00,2025-08-05 22:10:00+00:00,2025-08-05 20:53:00+00:00,2025-08-05 22:47:00+00:00,234,B757-300,Mainline,-28,63,66,73.0,37.0,-0.42424242424242425,-94,100.0,104,2.34,1.5,282,1,0.0,28,2,1.205128205128205,0.0035460992907801418,0.0070921985815602835,0.09929078014184398,73,0.25886524822695034,24,92,46,46,1.0,0.16312056737588654,2.0,1.5,46.28202610886716,3.0,527,0.5692599620493358,Difficult
UA,793,2025-08-12,ORD,DFW,2025-08-12 16:20:00+00:00,2025-08-12 18:58:00+00:00,2025-08-12 21:44:00+00:00,2025-08-13 00:16:00+00:00,150,A320-200,Mainline,-195,146,110,324.0,318.0,-1.7727272727272727,-305,100.0,315,1.5,1.5,156,0,0.0,14,1,1.04,0.0,0.00641025641025641,0.08974358974358974,93,0.5961538461538461,6,52,46,46,1.0,0.2948717948717949,2.0,1.5,46.2499265750087,3.0,473,0.6342494714587738,Difficult
UA,1878,2025-08-05,ORD,SFO,2025-08-05 12:46:00+00:00,2025-08-05 15:33:00+00:00,2025-08-05 13:44:00+00:00,2025-08-05 16:07:00+00:00,200,A321-2NX,Mainline,-28,62,62,58.0,34.0,-0.45161290322580644,-90,100.0,100,2.0,1.5,261,4,0.0,13,4,1.305,0.01532567049808429,0.01532567049808429,0.04980842911877394,74,0.2835249042145594,17,118,38,38,1.0,0.14559386973180077,2.0,1.5,46.24933542096322,4.0,527,0.7590132827324478,Difficult
UA,2417,2025-08-02,ORD,SAN,2025-08-02 16:13:00+00:00,2025-08-02 18:35:00+00:00,2025-08-02 17:36:00+00:00,2025-08-02 19:34:00+00:00,166,B737-800,Mainline,-43,54,51,83.0,59.0,-0.8431372549019608,-94,100.0,104,1.66,1.5,242,1,0.0,14,4,1.4578313253012047,0.004132231404958678,0.01652892561983471,0.05785123966942149,110,0.45454545454545453,0,77,74,74,1.0,0.30578512396694213,2.0,1.5,46.13405917820221,1.0,520,0.19230769230769232,Difficult
UA,2417,2025-08-09,ORD,SAN,2025-08-09 16:13:00+00:00,2025-08-09 18:35:00+00:00,2025-08-09 19:25:00+00:00,2025-08-09 21:28:00+00:00,166,B737-800,Mainline,-43,152,51,192.0,173.0,-0.8431372549019608,-94,100.0,104,1.66,1.5,206,2,0.0,33,1,1.2409638554216869,0.009708737864077669,0.0048543689320388345,0.16019417475728157,110,0.5339805825242718,2,54,69,69,1.0,0.33495145631067963,2.0,1.5,46.12075630507248,5.0,521,0.9596928982725527,Difficult
UA,1492,2025-08-09,ORD,CMH,2025-08-09 21:20:00+00:00,2025-08-09 23:48:00+00:00,2025-08-10 01:34:00+00:00,2025-08-10 03:53:00+00:00,179,B737-900,Mainline,-106,48,56,254.0,245.0,-1.8928571428571428,-162,100.0,172,1.79,1.5,148,1,0.0,17,3,0.8268156424581006,0.006756756756756757,0.02027027027027027,0.11486486486486487,100,0.6756756756756757,25,4,63,63,1.0,0.42567567567567566,2.0,1.5,45.83260446656689,6.0,521,1.1516314779270633,Difficult
UA,2616,2025-08-02,ORD,PDX,2025-08-02 12:46:00+00:00,2025-08-02 15:14:00+00:00,2025-08-02 13:57:00+00:00,2025-08-02 15:45:00+00:00,166,B737-800,Mainline,-16,51,51,71.0,31.0,-0.3137254901960784,-67,100.0,77,1.66,1.5,221,2,0.0,24,3,1.3313253012048192,0.00904977375565611,0.013574660633484163,0.1085972850678733,98,0.4434389140271493,22,61,67,67,1.0,0.3031674208144796,2.0,1.5,45.80805955921288,2.0,520,0.38461538461538464,Difficult
UA,1967,2025-08-07,ORD,LAX,2025-08-07 18:15:00+00:00,2025-08-07 20:47:00+00:00,2025-08-07 20:18:00+00:00,2025-08-07 23:05:00+00:00,200,A321-2NX,Mainline,-40,98,62,123.0,138.0,-0.6451612903225806,-102,100.0,112,2.0,1.5,250,1,0.0,21,3,1.25,0.004,0.012,0.084,84,0.336,0,62,27,27,1.0,0.108,2.0,1.5,45.72677943158827,3.0,554,0.5415162454873645,Difficult
UA,1710,2025-08-15,ORD,SMF,2025-08-15 19:59:00+00:00,2025-08-15 22:32:00+00:00,2025-08-16 00:23:00+00:00,2025-08-16 02:26:00+00:00,179,B737-900,Mainline,-193,52,56,264.0,234.0,-3.4464285714285716,-249,100.0,259,1.79,1.5,98,0,0.0,11,1,0.547486033519553,0.0,0.01020408163265306,0.11224489795918367,118,1.2040816326530612,1,20,52,52,1.0,0.5306122448979592,2.0,1.5,45.65669131227942,1.0,556,0.1798561151079137,Difficult
UA,1044,2025-08-03,ORD,LAX,2025-08-03 09:05:00+00:00,2025-08-03 11:40:00+00:00,2025-08-03 10:38:00+00:00,2025-08-03 12:45:00+00:00,234,B757-300,Mainline,-36,72,66,93.0,65.0,-0.5454545454545454,-102,100.0,112,2.34,1.5,269,0,0.0,24,1,1.1495726495726495,0.0,0.0037174721189591076,0.08921933085501858,74,0.275092936802974,1,123,53,53,1.0,0.1970260223048327,2.0,1.5,45.63460364450965,1.0,548,0.18248175182481752,Difficult
UA,763,2025-08-05,ORD,PWM,2025-08-05 10:58:00+00:00,2025-08-05 14:24:00+00:00,2025-08-05 11:44:00+00:00,2025-08-05 15:00:00+00:00,166,B737-800,Mainline,-4,60,51,46.0,36.0,-0.0784313725490196,-55,100.0,65,1.66,1.5,219,3,0.0,16,6,1.319277108433735,0.0136986301369863,0.0273972602739726,0.0730593607305936,44,0.2009132420091324,0,71,31,31,1.0,0.1415525114155251,2.0,1.5,45.50858840007775,5.0,527,0.9487666034155597,Difficult
UA,1584,2025-08-01,ORD,LAX,2025-08-01 10:50:00+00:00,2025-08-01 13:23:00+00:00,2025-08-01 12:06:00+00:00,2025-08-01 14:22:00+00:00,200,A321-2NX,Mainline,-37,67,62,76.0,59.0,-0.5967741935483871,-99,100.0,109,2.0,1.5,259,0,0.0,7,6,1.295,0.0,0.023166023166023165,0.02702702702702703,55,0.21235521235521235,4,88,41,41,1.0,0.1583011583011583,2.0,1.5,45.47404140524666,1.0,561,0.17825311942959002,Difficult
UA,763,2025-08-06,ORD,PWM,2025-08-06 10:58:00+00:00,2025-08-06 14:24:00+00:00,2025-08-06 12:42:00+00:00,2025-08-06 15:55:00+00:00,166,B737-800,Mainline,-45,83,51,104.0,91.0,-0.8823529411764706,-96,100.0,106,1.66,1.5,198,2,0.0,18,5,1.1927710843373494,0.010101010101010102,0.025252525252525252,0.09090909090909091,44,0.2222222222222222,0,76,40,40,1.0,0.20202020202020202,2.0,1.5,45.45127939778994,2.0,502,0.398406374501992,Difficult
UA,1485,2025-08-05,ORD,SEA,2025-08-05 13:40:00+00:00,2025-08-05 16:20:00+00:00,2025-08-05 15:40:00+00:00,2025-08-05 17:54:00+00:00,179,B737-900,Mainline,-71,54,56,120.0,94.0,-1.2678571428571428,-127,100.0,137,1.79,1.5,197,0,0.0,28,2,1.100558659217877,0.0,0.01015228426395939,0.14213197969543148,78,0.39593908629441626,9,55,57,57,1.0,0.2893401015228426,2.0,1.5,45.433140323346215,6.0,527,1.1385199240986716,Difficult
UA,2481,2025-08-15,ORD,SYR,2025-08-15 18:20:00+00:00,2025-08-15 21:16:00+00:00,2025-08-15 19:53:00+00:00,2025-08-15 22:39:00+00:00,150,A320-200,Mainline,-56,45,46,93.0,83.0,-1.2173913043478262,-102,100.0,112,1.5,1.5,185,0,0.0,23,3,1.2333333333333334,0.0,0.016216216216216217,0.12432432432432433,66,0.3567567567567568,0,10,106,106,1.0,0.572972972972973,2.0,1.5,45.39830568329479,2.0,556,0.3597122302158274,Difficult
UA,2133,2025-08-12,ORD,EWR,2025-08-12 15:40:00+00:00,2025-08-12 19:14:00+00:00,2025-08-12 23:16:00+00:00,2025-08-13 02:19:00+00:00,176,B757-200,Mainline,-180,59,56,456.0,425.0,-3.2142857142857144,-236,100.0,246,1.76,1.5,146,0,0.0,12,2,0.8295454545454546,0.0,0.0136986301369863,0.0821917808219178,91,0.6232876712328768,4,32,47,47,1.0,0.3219178082191781,2.0,1.5,45.3464591894006,4.0,473,0.8456659619450317,Difficult
UA,224,2025-08-06,ORD,BZN,2025-08-06 09:20:00+00:00,2025-08-06 11:47:00+00:00,2025-08-06 11:08:00+00:00,2025-08-06 13:20:00+00:00,166,B737-800,Mainline,-9,117,51,108.0,93.0,-0.17647058823529413,-60,100.0,70,1.66,1.5,222,3,0.0,16,3,1.3373493975903614,0.013513513513513514,0.013513513513513514,0.07207207207207207,68,0.3063063063063063,2,32,76,76,1.0,0.34234234234234234,2.0,1.5,45.34462161640688,3.0,502,0.5976095617529881,Difficult
UA,224,2025-08-14,ORD,BZN,2025-08-14 09:20:00+00:00,2025-08-14 11:47:00+00:00,2025-08-14 09:55:00+00:00,2025-08-14 11:58:00+00:00,166,B737-800,Mainline,-9,50,51,35.0,11.0,-0.17647058823529413,-60,100.0,70,1.66,1.5,218,3,0.0,11,4,1.3132530120481927,0.013761467889908258,0.01834862385321101,0.05045871559633028,68,0.3119266055045872,0,35,83,83,1.0,0.38073394495412843,2.0,1.5,45.30810543068999,3.0,560,0.5357142857142857,Difficult
UA,1834,2025-08-14,ORD,TPA,2025-08-14 11:12:00+00:00,2025-08-14 15:02:00+00:00,2025-08-14 20:06:00+00:00,2025-08-14 23:47:00+00:00,166,B737-800,Mainline,-223,259,51,534.0,525.0,-4.372549019607843,-274,100.0,284,1.66,1.5,103,1,0.0,7,1,0.6204819277108434,0.009708737864077669,0.009708737864077669,0.06796116504854369,97,0.941747572815534,0,37,35,35,1.0,0.33980582524271846,2.0,1.5,45.19717881409001,4.0,560,0.7142857142857143,Difficult
UA,343,2025-08-05,ORD,SFO,2025-08-05 10:53:00+00:00,2025-08-05 13:40:00+00:00,2025-08-05 12:46:00+00:00,2025-08-05 15:28:00+00:00,200,A321-2NX,Mainline,-34,118,62,113.0,108.0,-0.5483870967741935,-96,100.0,106,2.0,1.5,243,0,0.0,10,4,1.215,0.0,0.01646090534979424,0.0411522633744856,104,0.4279835390946502,12,109,41,41,1.0,0.16872427983539096,2.0,1.5,45.17603112639879,7.0,527,1.3282732447817838,Difficult
UA,1209,2025-08-13,ORD,EWR,2025-08-13 21:25:00+00:00,2025-08-14 00:46:00+00:00,2025-08-13 23:32:00+00:00,2025-08-14 02:38:00+00:00,179,B737-900,Mainline,-101,59,56,127.0,112.0,-1.8035714285714286,-157,100.0,167,1.79,1.5,170,1,0.0,30,0,0.9497206703910615,0.0058823529411764705,0.0,0.17647058823529413,65,0.38235294117647056,5,44,42,42,1.0,0.24705882352941178,2.0,1.5,45.15343686401035,1.0,529,0.1890359168241966,Difficult
UA,1538,2025-08-10,ORD,SAV,2025-08-10 11:05:00+00:00,2025-08-10 14:34:00+00:00,2025-08-10 12:56:00+00:00,2025-08-10 16:07:00+00:00,126,B737-700,Mainline,-32,46,43,111.0,93.0,-0.7441860465116279,-75,100.0,85,1.26,1.5,190,3,0.0,9,4,1.507936507936508,0.015789473684210527,0.021052631578947368,0.04736842105263158,73,0.38421052631578945,2,77,7,7,1.0,0.03684210526315789,2.0,1.5,45.113961765876866,6.0,557,1.0771992818671454,Difficult
UA,1643,2025-08-14,ORD,SEA,2025-08-14 07:10:00+00:00,2025-08-14 09:50:00+00:00,2025-08-14 08:28:00+00:00,2025-08-14 10:52:00+00:00,179,B737-900,Mainline,-24,73,56,78.0,62.0,-0.42857142857142855,-80,100.0,90,1.79,1.5,202,2,0.0,35,1,1.1284916201117319,0.009900990099009901,0.0049504950495049506,0.17326732673267325,58,0.2871287128712871,53,73,7,7,1.0,0.034653465346534656,2.0,1.5,44.96781297734006,5.0,560,0.8928571428571428,Difficult
OO,5103,2025-08-13,ORD,JLN,2025-08-13 21:50:00+00:00,2025-08-13 23:40:00+00:00,2025-08-14 09:48:00+00:00,2025-08-14 11:29:00+00:00,50,CRJ-200,Express,-614,31,29,718.0,709.0,-21.17241379310345,-643,100.0,653,0.5,1.0,54,0,0.0,4,2,1.08,0.0,0.037037037037037035,0.07407407407407407,22,0.4074074074074074,0,17,29,29,1.0,0.5370370370370371,2.0,1.5,44.96007070395691,2.0,529,0.3780718336483932,Difficult
UA,2652,2025-08-10,ORD,RSW,2025-08-10 18:08:00+00:00,2025-08-10 22:09:00+00:00,2025-08-10 22:01:00+00:00,2025-08-11 01:40:00+00:00,166,B737-800,Mainline,-12,208,114,233.0,211.0,-0.10526315789473684,-126,100.0,136,1.66,1.5,180,1,0.0,25,0,1.0843373493975903,0.005555555555555556,0.0,0.1388888888888889,109,0.6055555555555555,0,51,51,51,1.0,0.2833333333333333,2.0,1.5,44.95830349022764,7.0,557,1.2567324955116697,Difficult
