company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,arrival_delay_minutes,ground_time_ratio,ground_time_buffer,ground_time_pressure,ground_time_risk,aircraft_size_complexity,carrier_complexity,total_pax,lap_child_count,is_child,basic_economy_ind,is_stroller_user,load_factor,children_complexity,stroller_complexity,basic_economy_complexity,special_service_count,special_service_complexity,Hot Transfer,Origin,Transfer,total_bags,transfer_ratio,baggage_complexity,transfer_bag_complexity,historical_difficulty,difficulty_score,daily_rank,daily_flight_count,daily_percentile,difficulty_classification
G7,4599,2025-08-01,ORD,BHM,2025-08-01 19:45:00+00:00,2025-08-01 21:49:00+00:00,2025-08-01 21:39:00+00:00,2025-08-01 23:22:00+00:00,50,CRJ-550,Express,-26,28,29,114.0,93.0,-0.896551724137931,-55,100.0,65,0.5,1.0,48,0,0.0,5,0,0.96,0.0,0.0,0.10416666666666667,16,0.3333333333333333,0,6,27,27,1.0,0.5625,2.0,1.5,33.7353507782472,11.0,561,1.9607843137254901,Difficult
G7,4611,2025-08-01,ORD,MDT,2025-08-01 07:15:00+00:00,2025-08-01 10:14:00+00:00,2025-08-01 08:11:00+00:00,2025-08-01 10:57:00+00:00,50,CRJ-550,Express,-50,26,29,56.0,43.0,-1.7241379310344827,-79,100.0,89,0.5,1.0,51,0,0.0,5,0,1.02,0.0,0.0,0.09803921568627451,10,0.19607843137254902,6,7,12,12,1.0,0.23529411764705882,2.0,1.5,33.54696613956993,12.0,561,2.13903743315508,Difficult
YX,3536,2025-08-01,ORD,YUL,2025-08-01 07:15:00+00:00,2025-08-01 10:40:00+00:00,2025-08-01 08:24:00+00:00,2025-08-01 11:22:00+00:00,76,ERJ-175,Express,-22,44,42,69.0,42.0,-0.5238095238095238,-64,100.0,74,0.76,1.0,78,0,0.0,2,0,1.0263157894736843,0.0,0.0,0.02564102564102564,15,0.19230769230769232,3,27,22,22,1.0,0.28205128205128205,2.0,1.5,33.30817891922197,13.0,561,2.3172905525846703,Difficult
OO,5272,2025-08-01,ORD,MSN,2025-08-01 10:35:00+00:00,2025-08-01 11:43:00+00:00,2025-08-01 12:45:00+00:00,2025-08-01 14:01:00+00:00,50,CRJ-550,Express,-83,69,29,130.0,138.0,-2.8620689655172415,-112,100.0,122,0.5,1.0,44,0,0.0,2,0,0.88,0.0,0.0,0.045454545454545456,14,0.3181818181818182,23,0,18,18,1.0,0.4090909090909091,2.0,1.5,33.084181273175204,14.0,561,2.4955436720142603,Difficult
OO,5314,2025-08-01,ORD,LNK,2025-08-01 19:40:00+00:00,2025-08-01 21:36:00+00:00,2025-08-01 23:43:00+00:00,2025-08-02 01:20:00+00:00,50,CRJ-550,Express,-40,44,29,243.0,224.0,-1.3793103448275863,-69,100.0,79,0.5,1.0,35,0,0.0,2,0,0.7,0.0,0.0,0.05714285714285714,30,0.8571428571428571,11,8,9,9,1.0,0.2571428571428571,2.0,1.5,32.32392180633722,15.0,561,2.6737967914438503,Difficult
UA,1387,2025-08-01,ORD,SFO,2025-08-01 08:50:00+00:00,2025-08-01 11:29:00+00:00,2025-08-01 08:49:00+00:00,2025-08-01 11:45:00+00:00,364,B777-2HD,Mainline,191,192,93,-1.0,16.0,2.053763440860215,98,0.4869109947643979,0,3.64,1.5,429,1,0.0,35,4,1.1785714285714286,0.002331002331002331,0.009324009324009324,0.08158508158508158,83,0.19347319347319347,26,164,58,58,1.0,0.1351981351981352,2.0,1.0,28.50968916948679,16.0,561,2.8520499108734403,Difficult
UA,987,2025-08-01,ORD,CDG,2025-08-01 18:00:00+00:00,2025-08-02 09:20:00+00:00,2025-08-01 17:57:00+00:00,2025-08-02 08:34:00+00:00,318,B787-10,Mainline,255,212,155,-3.0,-46.0,1.6451612903225807,100,0.6078431372549019,0,3.18,1.5,434,5,0.0,0,9,1.3647798742138364,0.01152073732718894,0.020737327188940093,0.0,90,0.2073732718894009,9,224,40,40,1.0,0.09216589861751152,2.0,1.0,28.200266028507777,17.0,561,3.0303030303030303,Difficult
UA,219,2025-08-01,ORD,HNL,2025-08-01 09:30:00+00:00,2025-08-01 13:30:00+00:00,2025-08-01 09:50:00+00:00,2025-08-01 13:42:00+00:00,318,B787-10,Mainline,165,205,155,20.0,12.0,1.064516129032258,10,0.9393939393939394,0,3.18,1.5,429,1,0.0,13,7,1.349056603773585,0.002331002331002331,0.016317016317016316,0.030303030303030304,93,0.21678321678321677,33,178,118,118,1.0,0.27505827505827507,2.0,1.5,28.084090859748844,18.0,561,3.2085561497326207,Difficult
UA,622,2025-08-01,ORD,DEN,2025-08-01 13:04:00+00:00,2025-08-01 14:46:00+00:00,2025-08-01 13:04:00+00:00,2025-08-01 14:43:00+00:00,364,B777-2HD,Mainline,99,114,87,0.0,-3.0,1.1379310344827587,12,0.8787878787878788,0,3.64,1.5,421,0,0.0,22,2,1.1565934065934067,0.0,0.004750593824228029,0.052256532066508314,113,0.2684085510688836,4,195,63,63,1.0,0.1496437054631829,2.0,1.0,27.825112434526044,19.0,561,3.3868092691622103,Difficult
UA,944,2025-08-01,ORD,FRA,2025-08-01 15:10:00+00:00,2025-08-02 06:30:00+00:00,2025-08-01 16:40:00+00:00,2025-08-02 08:01:00+00:00,318,B787-10,Mainline,250,191,155,90.0,91.0,1.6129032258064515,95,0.62,0,3.18,1.5,399,2,0.0,0,5,1.2547169811320755,0.005012531328320802,0.012531328320802004,0.0,131,0.3283208020050125,0,132,200,200,1.0,0.5012531328320802,2.0,1.5,27.615775294154915,20.0,561,3.5650623885918007,Difficult
UA,907,2025-08-01,ORD,FRA,2025-08-01 18:25:00+00:00,2025-08-02 09:55:00+00:00,2025-08-01 18:39:00+00:00,2025-08-02 09:49:00+00:00,318,B787-10,Mainline,210,207,155,14.0,-6.0,1.3548387096774193,55,0.7380952380952381,0,3.18,1.5,399,1,0.0,0,5,1.2547169811320755,0.002506265664160401,0.012531328320802004,0.0,135,0.3383458646616541,2,120,203,203,1.0,0.5087719298245614,2.0,1.2,27.519281051406537,21.0,561,3.7433155080213902,Difficult
UA,2200,2025-08-01,ORD,SEA,2025-08-01 21:16:00+00:00,2025-08-01 23:59:00+00:00,2025-08-01 21:34:00+00:00,2025-08-01 23:45:00+00:00,166,B737-MAX8,Mainline,63,64,51,18.0,-14.0,1.2352941176470589,12,0.8095238095238095,0,1.66,1.5,214,4,0.0,60,3,1.2891566265060241,0.018691588785046728,0.014018691588785047,0.2803738317757009,80,0.37383177570093457,15,24,63,63,1.0,0.29439252336448596,2.0,1.5,27.33186878717791,22.0,561,3.9215686274509802,Difficult
UA,845,2025-08-01,ORD,GRU,2025-08-01 21:20:00+00:00,2025-08-02 09:30:00+00:00,2025-08-01 21:36:00+00:00,2025-08-02 09:32:00+00:00,318,B787-10,Mainline,360,254,155,16.0,2.0,2.3225806451612905,205,0.4305555555555555,0,3.18,1.5,367,2,0.0,0,3,1.1540880503144655,0.005449591280653951,0.008174386920980926,0.0,212,0.5776566757493188,19,217,201,201,1.0,0.547683923705722,2.0,1.5,27.3126831765028,23.0,561,4.09982174688057,Difficult
UA,2008,2025-08-01,ORD,MCO,2025-08-01 11:02:00+00:00,2025-08-01 14:57:00+00:00,2025-08-01 11:17:00+00:00,2025-08-01 14:44:00+00:00,234,B757-300,Mainline,81,111,66,15.0,-13.0,1.2272727272727273,15,0.8148148148148148,0,2.34,1.5,358,3,0.0,29,7,1.5299145299145298,0.008379888268156424,0.019553072625698324,0.08100558659217877,74,0.20670391061452514,0,110,42,42,1.0,0.11731843575418995,2.0,1.2,27.31248038157065,24.0,561,4.27807486631016,Difficult
UA,881,2025-08-01,ORD,HND,2025-08-01 12:50:00+00:00,2025-08-02 15:55:00+00:00,2025-08-01 13:00:00+00:00,2025-08-02 15:47:00+00:00,318,B787-10,Mainline,1230,1145,155,10.0,-8.0,7.935483870967742,1075,0.12601626016260162,0,3.18,1.5,394,0,0.0,0,5,1.2389937106918238,0.0,0.012690355329949238,0.0,93,0.23604060913705585,20,86,262,262,1.0,0.6649746192893401,2.0,1.2,27.249737759640258,25.0,561,4.45632798573975,Difficult
UA,972,2025-08-01,ORD,BRU,2025-08-01 17:50:00+00:00,2025-08-02 08:50:00+00:00,2025-08-01 20:23:00+00:00,2025-08-02 10:50:00+00:00,318,B787-10,Mainline,691,893,100,153.0,120.0,6.91,591,0.1447178002894356,0,3.18,1.5,357,1,0.0,0,2,1.1226415094339623,0.0028011204481792717,0.0056022408963585435,0.0,181,0.5070028011204482,83,102,276,276,1.0,0.773109243697479,2.0,1.5,27.021652736639496,26.0,561,4.634581105169341,Difficult
UA,422,2025-08-01,ORD,ATH,2025-08-01 16:15:00+00:00,2025-08-02 10:30:00+00:00,2025-08-01 16:24:00+00:00,2025-08-02 09:58:00+00:00,318,B787-10,Mainline,185,168,155,9.0,-32.0,1.1935483870967742,30,0.8378378378378378,0,3.18,1.5,371,1,0.0,0,6,1.1666666666666667,0.0026954177897574125,0.016172506738544475,0.0,143,0.38544474393531,1,150,99,99,1.0,0.2668463611859838,2.0,1.2,26.96930439477434,27.0,561,4.81283422459893,Difficult
UA,970,2025-08-01,ORD,FCO,2025-08-01 15:50:00+00:00,2025-08-02 07:55:00+00:00,2025-08-01 16:55:00+00:00,2025-08-02 08:29:00+00:00,318,B787-10,Mainline,160,181,155,65.0,34.0,1.032258064516129,5,0.96875,5,3.18,1.5,402,0,0.0,0,4,1.2641509433962264,0.0,0.009950248756218905,0.0,59,0.14676616915422885,6,130,106,106,1.0,0.263681592039801,2.0,1.5,26.637860198590147,28.0,561,4.991087344028521,Difficult
UA,1044,2025-08-01,ORD,LAX,2025-08-01 09:05:00+00:00,2025-08-01 11:40:00+00:00,2025-08-01 09:04:00+00:00,2025-08-01 11:32:00+00:00,234,B757-300,Mainline,200,205,72,-1.0,-8.0,2.7777777777777777,128,0.36,0,2.34,1.5,315,2,0.0,30,6,1.3461538461538463,0.006349206349206349,0.01904761904761905,0.09523809523809523,74,0.23492063492063492,5,120,88,88,1.0,0.27936507936507937,2.0,1.0,26.574999756897412,29.0,561,5.169340463458111,Difficult
UA,1660,2025-08-01,ORD,SFO,2025-08-01 16:50:00+00:00,2025-08-01 19:36:00+00:00,2025-08-01 17:06:00+00:00,2025-08-01 19:43:00+00:00,234,B757-300,Mainline,105,129,66,16.0,7.0,1.5909090909090908,39,0.6285714285714286,0,2.34,1.5,300,3,0.0,41,3,1.2820512820512822,0.01,0.01,0.13666666666666666,74,0.24666666666666667,4,88,74,74,1.0,0.24666666666666667,2.0,1.5,26.466435200754933,30.0,561,5.347593582887701,Difficult
UA,1363,2025-08-01,ORD,LAX,2025-08-01 12:54:00+00:00,2025-08-01 15:23:00+00:00,2025-08-01 13:16:00+00:00,2025-08-01 15:51:00+00:00,200,A321-2NX,Mainline,12,62,62,22.0,28.0,0.1935483870967742,-50,5.166666666666667,60,2.0,1.5,241,2,0.0,21,2,1.205,0.008298755186721992,0.008298755186721992,0.08713692946058091,113,0.46887966804979253,8,92,28,28,1.0,0.11618257261410789,2.0,1.5,26.074906574162405,31.0,561,5.525846702317291,Difficult
UA,2071,2025-08-01,ORD,SAN,2025-08-01 07:11:00+00:00,2025-08-01 09:34:00+00:00,2025-08-01 07:11:00+00:00,2025-08-01 09:19:00+00:00,179,B737-MAX9,Mainline,73,67,62,0.0,-15.0,1.1774193548387097,11,0.8493150684931506,0,1.79,1.5,268,0,0.0,39,7,1.4972067039106145,0.0,0.026119402985074626,0.1455223880597015,27,0.10074626865671642,17,67,8,8,1.0,0.029850746268656716,2.0,1.0,25.795630931702814,32.0,561,5.704099821746881,Difficult
UA,2280,2025-08-01,ORD,MCO,2025-08-01 07:10:00+00:00,2025-08-01 11:04:00+00:00,2025-08-01 07:06:00+00:00,2025-08-01 10:43:00+00:00,200,A321-2NX,Mainline,139,109,68,-4.0,-21.0,2.0441176470588234,71,0.4892086330935252,0,2.0,1.5,269,5,0.0,18,6,1.345,0.01858736059479554,0.022304832713754646,0.06691449814126393,54,0.20074349442379183,17,43,24,24,1.0,0.08921933085501858,2.0,1.0,25.69179757162004,33.0,561,5.88235294117647,Difficult
UA,953,2025-08-01,ORD,MUC,2025-08-01 18:00:00+00:00,2025-08-02 09:40:00+00:00,2025-08-01 18:09:00+00:00,2025-08-02 09:10:00+00:00,243,B787-8,Mainline,1680,1628,150,9.0,-30.0,11.2,1530,0.08928571428571429,0,2.43,1.5,289,6,0.0,0,4,1.1893004115226338,0.020761245674740483,0.01384083044982699,0.0,89,0.3079584775086505,18,139,92,92,1.0,0.31833910034602075,2.0,1.2,25.447224473833764,34.0,561,6.0606060606060606,Difficult
UA,2465,2025-08-01,ORD,ORF,2025-08-01 11:55:00+00:00,2025-08-01 15:14:00+00:00,2025-08-01 11:49:00+00:00,2025-08-01 14:58:00+00:00,179,B737-MAX9,Mainline,68,84,56,-6.0,-16.0,1.2142857142857142,12,0.823529411764706,0,1.79,1.5,225,4,0.0,23,3,1.2569832402234637,0.017777777777777778,0.013333333333333334,0.10222222222222223,115,0.5111111111111111,3,75,62,62,1.0,0.27555555555555555,2.0,1.0,25.346975534222388,35.0,561,6.23885918003565,Difficult
UA,2278,2025-08-01,ORD,SEA,2025-08-01 16:15:00+00:00,2025-08-01 18:58:00+00:00,2025-08-01 16:30:00+00:00,2025-08-01 18:30:00+00:00,200,A321-2NX,Mainline,80,83,62,15.0,-28.0,1.2903225806451613,18,0.775,0,2.0,1.5,263,0,0.0,23,4,1.315,0.0,0.015209125475285171,0.08745247148288973,164,0.623574144486692,3,81,65,65,1.0,0.24714828897338403,2.0,1.2,25.325521246471038,36.0,561,6.417112299465241,Difficult
UA,1842,2025-08-01,ORD,SAN,2025-08-01 20:20:00+00:00,2025-08-01 22:44:00+00:00,2025-08-01 20:44:00+00:00,2025-08-01 23:05:00+00:00,200,A321-2NX,Mainline,85,107,62,24.0,21.0,1.3709677419354838,23,0.7294117647058824,0,2.0,1.5,253,3,0.0,22,4,1.265,0.011857707509881422,0.015810276679841896,0.08695652173913043,61,0.24110671936758893,0,36,95,95,1.0,0.37549407114624506,2.0,1.5,25.32238830593053,37.0,561,6.59536541889483,Difficult
UA,2488,2025-08-01,ORD,LGA,2025-08-01 12:00:00+00:00,2025-08-01 15:20:00+00:00,2025-08-01 12:34:00+00:00,2025-08-01 15:32:00+00:00,166,B737-800,Mainline,17,56,51,34.0,12.0,0.3333333333333333,-34,3.0,44,1.66,1.5,200,1,0.0,24,5,1.2048192771084338,0.005,0.025,0.12,82,0.41,4,65,7,7,1.0,0.035,2.0,1.5,25.318951761952896,38.0,561,6.7736185383244205,Difficult
UA,1811,2025-08-01,ORD,MSP,2025-08-01 12:45:00+00:00,2025-08-01 14:28:00+00:00,2025-08-01 13:39:00+00:00,2025-08-01 15:01:00+00:00,166,B737-800,Mainline,14,64,51,54.0,33.0,0.27450980392156865,-37,3.6428571428571423,47,1.66,1.5,201,0,0.0,16,2,1.2108433734939759,0.0,0.009950248756218905,0.07960199004975124,151,0.7512437810945274,9,49,117,117,1.0,0.582089552238806,2.0,1.5,25.305853794445515,39.0,561,6.951871657754011,Difficult
UA,1617,2025-08-01,ORD,PHL,2025-08-01 14:20:00+00:00,2025-08-01 17:36:00+00:00,2025-08-01 14:15:00+00:00,2025-08-01 17:11:00+00:00,166,B737-800,Mainline,77,56,51,-5.0,-25.0,1.5098039215686274,26,0.6623376623376623,0,1.66,1.5,232,1,0.0,19,8,1.3975903614457832,0.004310344827586207,0.034482758620689655,0.08189655172413793,60,0.25862068965517243,0,83,29,29,1.0,0.125,2.0,1.0,25.163213322318185,40.0,561,7.130124777183601,Difficult
UA,611,2025-08-01,ORD,SFO,2025-08-01 07:20:00+00:00,2025-08-01 10:02:00+00:00,2025-08-01 07:49:00+00:00,2025-08-01 10:07:00+00:00,234,B757-300,Mainline,381,437,66,29.0,5.0,5.7727272727272725,315,0.1732283464566929,0,2.34,1.5,292,1,0.0,35,3,1.2478632478632479,0.003424657534246575,0.010273972602739725,0.11986301369863013,48,0.1643835616438356,9,145,8,8,1.0,0.0273972602739726,2.0,1.5,25.079105190056417,41.0,561,7.308377896613191,Difficult
UA,2201,2025-08-01,ORD,MCO,2025-08-01 14:01:00+00:00,2025-08-01 18:00:00+00:00,2025-08-01 13:57:00+00:00,2025-08-01 17:32:00+00:00,179,B737-900,Mainline,76,94,56,-4.0,-28.0,1.3571428571428572,20,0.7368421052631579,0,1.79,1.5,261,1,0.0,19,5,1.458100558659218,0.0038314176245210726,0.019157088122605363,0.07279693486590039,101,0.38697318007662834,6,107,29,29,1.0,0.1111111111111111,2.0,1.0,25.057855841253122,42.0,561,7.4866310160427805,Difficult
UA,2455,2025-08-01,ORD,SAV,2025-08-01 07:10:00+00:00,2025-08-01 10:35:00+00:00,2025-08-01 07:29:00+00:00,2025-08-01 10:43:00+00:00,179,B737-900,Mainline,53,60,62,19.0,8.0,0.8548387096774194,-9,1.169811320754717,19,1.79,1.5,258,2,0.0,20,5,1.441340782122905,0.007751937984496124,0.01937984496124031,0.07751937984496124,31,0.12015503875968993,13,91,6,6,1.0,0.023255813953488372,2.0,1.5,25.025138972508515,43.0,561,7.66488413547237,Difficult
UA,769,2025-08-01,ORD,BCN,2025-08-01 21:35:00+00:00,2025-08-02 13:15:00+00:00,2025-08-01 21:32:00+00:00,2025-08-02 12:23:00+00:00,243,B787-8,Mainline,205,198,150,-3.0,-52.0,1.3666666666666667,55,0.7317073170731707,0,2.43,1.5,332,2,0.0,0,3,1.3662551440329218,0.006024096385542169,0.009036144578313253,0.0,61,0.18373493975903615,0,102,81,81,1.0,0.24397590361445784,2.0,1.0,25.023882721507682,44.0,561,7.8431372549019605,Difficult
UA,1583,2025-08-01,ORD,BWI,2025-08-01 18:35:00+00:00,2025-08-01 21:42:00+00:00,2025-08-01 18:50:00+00:00,2025-08-01 22:04:00+00:00,179,B737-900,Mainline,90,71,56,15.0,22.0,1.6071428571428572,34,0.6222222222222222,0,1.79,1.5,207,2,0.0,31,4,1.1564245810055866,0.00966183574879227,0.01932367149758454,0.1497584541062802,58,0.28019323671497587,0,39,76,76,1.0,0.3671497584541063,2.0,1.2,25.00028538610446,45.0,561,8.02139037433155,Difficult
UA,695,2025-08-01,ORD,SJU,2025-08-01 18:03:00+00:00,2025-08-01 23:54:00+00:00,2025-08-01 18:16:00+00:00,2025-08-02 00:13:00+00:00,179,B737-MAX9,Mainline,93,124,56,13.0,19.0,1.6607142857142858,37,0.6021505376344086,0,1.79,1.5,234,3,0.0,33,1,1.3072625698324023,0.01282051282051282,0.004273504273504274,0.14102564102564102,75,0.32051282051282054,3,50,58,58,1.0,0.24786324786324787,2.0,1.2,24.86249379378938,46.0,561,8.19964349376114,Difficult
UA,1710,2025-08-01,ORD,SMF,2025-08-01 19:59:00+00:00,2025-08-01 22:32:00+00:00,2025-08-01 20:19:00+00:00,2025-08-01 23:26:00+00:00,166,B737-800,Mainline,96,72,51,20.0,54.0,1.8823529411764706,45,0.53125,0,1.66,1.5,211,2,0.0,18,3,1.2710843373493976,0.009478672985781991,0.014218009478672985,0.08530805687203792,118,0.5592417061611374,2,20,112,112,1.0,0.5308056872037915,2.0,1.5,24.79469004168025,47.0,561,8.377896613190732,Difficult
UA,1178,2025-08-01,ORD,ORF,2025-08-01 18:22:00+00:00,2025-08-01 21:40:00+00:00,2025-08-01 18:26:00+00:00,2025-08-01 22:00:00+00:00,179,B737-900,Mainline,120,144,119,4.0,20.0,1.0084033613445378,1,0.9916666666666667,9,1.79,1.5,231,2,0.0,15,3,1.2905027932960893,0.008658008658008658,0.012987012987012988,0.06493506493506493,102,0.44155844155844154,0,51,101,101,1.0,0.43722943722943725,2.0,1.2,24.784084049552526,48.0,561,8.55614973262032,Difficult
UA,2154,2025-08-01,ORD,ROC,2025-08-01 18:25:00+00:00,2025-08-01 21:13:00+00:00,2025-08-01 18:25:00+00:00,2025-08-01 21:27:00+00:00,179,B737-900,Mainline,75,66,56,0.0,14.0,1.3392857142857142,19,0.7466666666666667,0,1.79,1.5,202,4,0.0,20,2,1.1284916201117319,0.019801980198019802,0.009900990099009901,0.09900990099009901,88,0.43564356435643564,0,15,104,104,1.0,0.5148514851485149,2.0,1.0,24.770010638296082,49.0,561,8.73440285204991,Difficult
UA,2106,2025-08-01,ORD,SFO,2025-08-01 21:40:00+00:00,2025-08-02 00:30:00+00:00,2025-08-01 21:51:00+00:00,2025-08-02 00:30:00+00:00,200,A321-2NX,Mainline,75,70,62,11.0,0.0,1.2096774193548387,13,0.8266666666666667,0,2.0,1.5,222,1,0.0,42,1,1.11,0.0045045045045045045,0.0045045045045045045,0.1891891891891892,56,0.25225225225225223,0,50,84,84,1.0,0.3783783783783784,2.0,1.2,24.74599921055504,50.0,561,8.9126559714795,Difficult
UA,2665,2025-08-01,ORD,IAH,2025-08-01 21:07:00+00:00,2025-08-01 23:57:00+00:00,2025-08-01 21:50:00+00:00,2025-08-02 00:34:00+00:00,179,B737-MAX9,Mainline,72,72,56,43.0,37.0,1.2857142857142858,16,0.7777777777777777,0,1.79,1.5,216,2,0.0,13,5,1.2067039106145252,0.009259259259259259,0.023148148148148147,0.06018518518518518,96,0.4444444444444444,23,25,94,94,1.0,0.4351851851851852,2.0,1.5,24.73715569560398,51.0,561,9.090909090909092,Difficult
UA,1577,2025-08-01,ORD,SFO,2025-08-01 14:40:00+00:00,2025-08-01 17:26:00+00:00,2025-08-01 14:55:00+00:00,2025-08-01 17:28:00+00:00,234,B757-300,Mainline,123,151,66,15.0,2.0,1.8636363636363635,57,0.5365853658536586,0,2.34,1.5,294,1,0.0,14,3,1.2564102564102564,0.003401360544217687,0.01020408163265306,0.047619047619047616,88,0.29931972789115646,15,111,51,51,1.0,0.17346938775510204,2.0,1.2,24.72521609491537,52.0,561,9.269162210338681,Difficult
